MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
Hastings Highlands M,Fitzgerald,Tony,Mayor,1130,2472,Elected,Yes,No,No
Hastings Highlands M,Nieman,Joan,Local Councillor,1539,9069,Elected,No,No,No
Hastings Highlands M,Matheson,Nancy,Local Councillor,1301,9069,Elected,Yes,Yes,No
Hastings Highlands M,Hagar,Tracy,Local Councillor,1285,9069,Elected,Yes,No,No
Hastings Highlands M,Davis,Roger,Local Councillor,1180,9069,Elected,No,No,No
Hastings Highlands M,Buck,Keith,Local Councillor,1001,9069,Elected,Yes,Yes,No
Hastings Highlands M,Davis,Tammy,Deputy Mayor,,,Acclaimed,Yes,No,No
Havelock-Belmont-Methuen Tp,Martin,Jim,Mayor,1640,2194,Elected,Yes,Yes,No
Havelock-Belmont-Methuen Tp,Clement,Kathy,Local Councillor,743,2194,Elected,No,No,No
Havelock-Belmont-Methuen Tp,Doherty,Jerry,Local Councillor,858,1839,Elected,No,No,No
Havelock-Belmont-Methuen Tp,Flagler,Beverly,Local Councillor,140,355,Elected,No,No,No
Havelock-Belmont-Methuen Tp,Webb,Hart,Deputy Mayor,,,Acclaimed,Yes,No,No
Hawkesbury T,Lefebvre,Robert,Mayor,2468,3364,Elected,Yes,No,No
Hawkesbury T,Campbell,Raymond,Local Councillor,1682,16439,Elected,Yes,Yes,No
Hawkesbury T,Chamaillard,André,Local Councillor,1557,16439,Elected,Yes,Yes,No
Hawkesbury T,Charlebois,Jeanne,Local Councillor,1930,16439,Elected,No,No,No
Hawkesbury T,Paquette,Yves,Local Councillor,1715,16439,Elected,Yes,Yes,No
Hawkesbury T,Séguin,Julie,Local Councillor,1878,16439,Elected,No,No,No
Hawkesbury T,Tsourounakis,Antonios,Local Councillor,1662,16439,Elected,Yes,Yes,No
"Head, Clara and Maria Tp",Grills,Debbi,Mayor,147,217,Elected,Yes,Yes,No
"Head, Clara and Maria Tp",Richer,Rachel,Local Councillor,165,804,Elected,No,No,No
"Head, Clara and Maria Tp",Dowser,Chris,Local Councillor,158,804,Elected,Yes,Yes,No
"Head, Clara and Maria Tp",LeClerc,Karen,Local Councillor,148,804,Elected,No,No,No
"Head, Clara and Maria Tp",Kelly-Chamberlain,Fran,Local Councillor,146,804,Elected,Yes,Yes,No
Hearst T,Sigouin,Roger,Mayor,965,1154,Elected,Yes,Yes,No
Hearst T,Baillargeon,Gaetan,Local Councillor,859,5637,Elected,Yes,Yes,No
Hearst T,Lanoix,Martin,Local Councillor,773,5637,Elected,Yes,Yes,No
Hearst T,Lauzon,Joel,Local Councillor,670,5637,Elected,Yes,Yes,No
Hearst T,Lemaire,Daniel,Local Councillor,811,5637,Elected,Yes,Yes,No
Hearst T,Picard,Nicolas,Local Councillor,782,5637,Elected,No,No,No
Hearst T,Vachon,Josée,Local Councillor,947,5637,Elected,Yes,Yes,No
Highlands East M,Burton,Dave,Mayor,1117,1934,Elected,Yes,Yes,No
Highlands East M,Lewis,Angela,Local Councillor,449,667,Elected,No,No,No
Highlands East M,McKenzie,Cam,Local Councillor,,,Acclaimed,Yes,Yes,
Highlands East M,Ryall,Cecil,Local Councillor,,,Acclaimed,Yes,Yes,
Highlands East M,Strong,Ruth,Local Councillor,,,Acclaimed,Yes,Yes,
Hilliard Tp,,,Vacant - Local Councillor,,,,,,
Hilliard Tp,Bolesworth,Laurie,Reeve,,,Acclaimed,Yes,Yes,No
Hilliard Tp,Peckover,Karen,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilliard Tp,Murphy,Bruce Duncan,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilliard Tp,Lane,Dan,Local Councillor,,,Acclaimed,No,No,No
Hilton Beach V,Hope,Robert,Mayor,,,Acclaimed,Yes,Yes,No
Hilton Beach V,Delvecchio,Brian,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilton Beach V,MacKay,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilton Beach V,Desjardin,Kristopher,Local Councillor,,,Acclaimed,No,No,No
Hilton Beach V,Cohen,Sally,Local Councillor,,,Acclaimed,No,No,No
Hilton Tp,Wood,Rodney,Reeve,,,Acclaimed,Yes,Yes,No
Hilton Tp,Garside,Michael,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilton Tp,Leask,David,Local Councillor,,,Acclaimed,Yes,Yes,No
Hilton Tp,Gordanier,Janet,Local Councillor,,,Acclaimed,No,No,No
Hilton Tp,Trainor,Mike,Local Councillor,,,Acclaimed,No,No,No
Hornepayne Tp,Fort,Cheryl T.,Mayor,,,Acclaimed,Yes,Yes,No
Hornepayne Tp,Kistemaker,Belinda Lee,Local Councillor,,,Acclaimed,Yes,Yes,No
Hornepayne Tp,Kistemaker,Peter,Local Councillor,,,Acclaimed,Yes,Yes,No
Hornepayne Tp,Stefanic,Drago,Local Councillor,,,Acclaimed,Yes,Yes,No
Hornepayne Tp,Scheniman,Ted,Local Councillor,,,Acclaimed,No,No,No
Horton Tp,Bennett,David M.,Mayor,,,Acclaimed,Yes,Yes,No
Horton Tp,Campbell,Glen,Local Councillor,799,,Elected,Yes,Yes,No
Horton Tp,Humphries,Doug,Local Councillor,768,,Elected,Yes,Yes,No
Horton Tp,Proctor,Daina,Local Councillor,854,,Elected,No,No,No
Horton Tp,Webster,Tom,Local Councillor,748,,Elected,Yes,Yes,No
Howick Tp,Harding,Doug,Reeve,,,Acclaimed,Yes,Yes,No
Howick Tp,Hargrave,Doug,Local Councillor,,,Acclaimed,Yes,Yes,No
Howick Tp,Grimes,Marvin,Local Councillor,,,Acclaimed,Yes,Yes,No
Howick Tp,Rognvaldson,Rosemary,Local Councillor,,,Acclaimed,No,No,No
Howick Tp,Gibson,Megan,Deputy Reeve,,,Acclaimed,Yes,No,No
Hudson Tp,Craig,Larry,Reeve,,,Acclaimed,Yes,Yes,No
Hudson Tp,Gauthier,Crystal,Local Councillor,158,889,Elected,No,No,No
Hudson Tp,McLean,Dana,Local Councillor,179,889,Elected,No,No,No
Hudson Tp,Seed,Greg,Local Councillor,121,889,Elected,Yes,Yes,No
Hudson Tp,Seymour,Clayton,Local Councillor,138,889,Elected,No,No,No
Huntsville T,Alcock,Nancy,Mayor,3379,7678,Elected,Yes,No,No
Huntsville T,Renwick,Helena,Local Councillor,677,996,Elected,No,No,No
Huntsville T,Clarke,Cory,Local Councillor,1855,3452,Elected,No,No,No
Huntsville T,FitzGerald,Jason,Local Councillor,1116,1748,Elected,Yes,Yes,No
Huntsville T,Schumacher,Dione,Local Councillor,1040,1748,Elected,Yes,Yes,No
Huntsville T,Clouthier,Monty,Local Councillor,559,1482,Elected,No,No,No
Huntsville T,Armour,Dan,Local and District Councillor,4994,7678,Elected,Yes,No,No
Huntsville T,Morrison,Scott,Local and District Councillor,5025,7678,Elected,No,No,No
Huntsville T,Stone,Bob,Local and District Councillor,3849,7678,Elected,Yes,No,No
Huron East M,MacLellan,Bernie,Mayor,1595,2294,Elected,Yes,Yes,No
Huron East M,Morrison,Justin,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,Newell,Jeff,Local Councillor,,,Acclaimed,No,No,No
Huron East M,Diehl,Dianne,Local Councillor,272,367,Elected,Yes,Yes,No
Huron East M,McLellan,Alvin,Local Councillor,305,367,Elected,Yes,Yes,No
Huron East M,Dalton,Brenda,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,Wilbee,Gloria,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,Fisher,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,Steffler,John,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,Chartrand,Raymond,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron East M,McGrath,Larry,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron Shores M,Seabrook,Matthew,Mayor,702,823,Elected,No,No,No
Huron Shores M,Mulligan,Roger,Local Councillor,226,278,Elected,No,No,No
Huron Shores M,MacKinnon,Blair,Local Councillor,245,493,Elected,Yes,Yes,No
Huron Shores M,Falk,Peter,Local Councillor,212,241,Elected,No,No,No
Huron Shores M,Currie,Tim,Local Councillor,129,218,Elected,No,No,No
Huron Shores M,Armstrong,Jane,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron Shores M,Pirrie,Jock,Local Councillor,,,Acclaimed,Yes,Yes,No
Huron-Kinloss Tp,Murray,Don,Mayor,1650,3019,Elected,Yes,No,No
Huron-Kinloss Tp,Sloetjes,Carl,Local Councillor,1793,3019,Elected,Yes,Yes,No
Huron-Kinloss Tp,McGugan,Ed,Local Councillor,1726,3019,Elected,Yes,Yes,No
Huron-Kinloss Tp,Gibson,Scott,Local Councillor,1691,3019,Elected,No,No,No
Huron-Kinloss Tp,Flett,Shari,Local Councillor,1541,3019,Elected,No,No,No
Huron-Kinloss Tp,Allison,Larry,Local Councillor,1528,3019,Elected,No,No,No
Huron-Kinloss Tp,Hanna,James,Deputy Mayor,1914,3019,Elected,Yes,No,No
Ignace Tp,Gascon,Bill,Mayor,580,715,Elected,No,No,No
Ignace Tp,Baigrie,Kimberley Ann,Local Councillor,370,2703,Elected,No,No,No
Ignace Tp,Defeo,Jodie,Local Councillor,365,2703,Elected,No,No,No
Ignace Tp,Zimmer,Al,Local Councillor,424,2703,Elected,No,No,No
Ignace Tp,Taddeo,John,Local Councillor,375,2703,Elected,No,No,No
Ingersoll T,Petrie,Brian,Mayor,1815,4325,Elected,Yes,No,No
Ingersoll T,Van Kooten-Bossence,Kristy,Local Councillor,2513,18203,Elected,Yes,Yes,No
Ingersoll T,Eus,Richard,Local Councillor,1972,18203,Elected,Yes,Yes,No
Ingersoll T,Hutson,Shannon,Local Councillor,1854,18203,Elected,No,No,No
Ingersoll T,Bowman,Mike,Local Councillor,1796,18203,Elected,Yes,Yes,No
Ingersoll T,Haliru,Khadijah,Local Councillor,1708,18203,Elected,No,No,No
Ingersoll T,Wilson,Lindsay,Deputy Mayor,2947,4266,Elected,No,No,No
Innisfil T,Dollin,Lynn,Mayor,4509,7949,Elected,Yes,Yes,No
Innisfil T,Eisses,Kevin,Local Councillor,584,865,Elected,Yes,Yes,No
Innisfil T,Constantine,Grace,Local Councillor,511,1282,Elected,No,No,No
Innisfil T,Richardson,Jennifer,Local Councillor,768,1446,Elected,No,No,No
Innisfil T,Waters,Alex,Local Councillor,545,927,Elected,Yes,Yes,No
Innisfil T,Zanella,Linda,Local Councillor,173,615,Elected,No,No,No
Innisfil T,Saunders,Robert,Local Councillor,656,1452,Elected,No,No,No
Innisfil T,Drodge,Fred,Local Councillor,915,1362,Elected,No,No,No
Innisfil T,Fowler,Kenneth,Deputy Mayor,4078,7949,Elected,Yes,No,No
Iroquois Falls T,Delaurier,Tory,Mayor,1209,1672,Elected,Yes,Yes,No
Iroquois Falls T,Bernier,Jamy,Local Councillor,779,8556,Elected,No,No,No
Iroquois Falls T,Brahmbhatt,Keval,Local Councillor,882,8556,Elected,No,No,No
Iroquois Falls T,Charlebois,Richard,Local Councillor,1156,8556,Elected,Yes,Yes,No
Iroquois Falls T,Giguere,Gilles,Local Councillor,889,8556,Elected,No,No,No
Iroquois Falls T,Lefebvre,Benard,Local Councillor,701,8556,Elected,Yes,Yes,No
Iroquois Falls T,Tremblay,Claude,Local Councillor,879,8556,Elected,Yes,Yes,No
James Tp,Donaldson,Rodger,Reeve,97,278,Elected,No,No,No
James Tp,Cormier,Chris,Local Councillor,200,904,Elected,No,No,No
James Tp,McIntyre,Steven,Local Councillor,168,904,Elected,No,No,No
James Tp,De Carlo,Michael,Local Councillor,152,904,Elected,No,No,No
James Tp,Fiset,Michelle,Local Councillor,109,904,Elected,No,No,No
Jocelyn Tp,Henderson,Mark,Reeve,314,480,Elected,Yes,Yes,No
Jocelyn Tp,Callahan,Janet,Local Councillor,261,1535,Elected,Yes,Yes,No
Jocelyn Tp,Crowder,Albert,Local Councillor,278,1535,Elected,Yes,Yes,No
Jocelyn Tp,Gilbertson,Greg,Local Councillor,348,1535,Elected,Yes,Yes,No
Jocelyn Tp,Stevens,Faye,Local Councillor,263,1535,Elected,No,No,No
Johnson Tp,McKinnon,Reginald,Mayor,,,Acclaimed,Yes,No,No
Johnson Tp,Aelick-Junor,Emma,Local Councillor,154,574,Elected,No,No,No
Johnson Tp,Stobie,Keith,Local Councillor,150,574,Elected,No,No,No
Johnson Tp,MacFarlane,Dalton,Local Councillor,99,574,Elected,Yes,Yes,No
Johnson Tp,Kern,Jason,Local Councillor,86,574,Elected,Yes,Yes,Yes
Joly Tp,McCabe,Brian,Mayor,,,Acclaimed,Yes,No,No
Joly Tp,Black,Bill,Local Councillor,133,255,Elected,Yes,Yes,No
Joly Tp,Brown,Budd,Local Councillor,170,255,Elected,Yes,Yes,No
Joly Tp,Nicholson,Chris,Local Councillor,172,255,Elected,No,No,No
Joly Tp,Bryson,Tom,Local Councillor,142,255,Elected,Yes,Yes,No
Kapuskasing T,Plourde,David,Mayor,,,Acclaimed,Yes,Yes,No
Kapuskasing T,Breton,Mélanie,Local Councillor,1118,11514,Elected,No,No,No
Kapuskasing T,Dinnissen,Martin,Local Councillor,715,11514,Elected,No,No,No
Kapuskasing T,Fortin,Gary,Local Councillor,918,11514,Elected,No,No,No
Kapuskasing T,Munnoch,Ken,Local Councillor,1019,11514,Elected,Yes,Yes,No
Kapuskasing T,Newton,Bruce,Local Councillor,1012,11514,Elected,Yes,Yes,No
Kapuskasing T,Scherer,Guylaine,Local Councillor,963,11514,Elected,Yes,Yes,No
Kawartha Lakes C,Elmslie,Doug,Mayor,7982,23136,Elected,Yes,No,No
Kawartha Lakes C,Yeo,Emmett,Local Councillor,1004,2310,Elected,Yes,Yes,No
Kawartha Lakes C,Warren,Pat,Local Councillor,1823,2914,Elected,No,No,No
Kawartha Lakes C,Perry,Mike,Local Councillor,2207,3623,Elected,No,No,No
Kawartha Lakes C,Joyce,Dan,Local Councillor,548,2299,Elected,No,No,No
Kawartha Lakes C,Smeaton,Eric,Local Councillor,2182,3843,Elected,No,No,No
Kawartha Lakes C,Ashmore,Ron,Local Councillor,1632,2811,Elected,Yes,Yes,No
Kawartha Lakes C,McDonald,Charles,Local Councillor,2035,3272,Elected,No,No,No
Kawartha Lakes C,Richardson,Tracy,Local Councillor,1700,2064,Elected,Yes,Yes,No
Kearney T,Philip,Cheryl,Mayor,586,1032,Elected,Yes,No,No
Kearney T,Beaucage,Keven,Local Councillor,665,3519,Elected,No,No,No
Kearney T,Pateman,Heather,Local Councillor,858,3519,Elected,No,No,No
Kearney T,Rickward,Michael,Local Councillor,861,3519,Elected,Yes,Yes,No
Kearney T,Sharer,Jill,Local Councillor,427,3519,Elected,No,No,No
Kenora C,Poirier,Andrew,Mayor,3778,5887,Elected,Yes,No,No
Kenora C,Manson,Barbara,Local Councillor,3602,5956,Elected,No,No,No
Kenora C,Moncrief,Lisa,Local Councillor,3237,5956,Elected,No,No,No
Kenora C,Bernie,Robert,Local Councillor,3136,5956,Elected,No,No,No
Kenora C,Van Belleghem,Kelsie,Local Councillor,2476,5956,Elected,No,No,No
Kenora C,Koch,Lindsay,Local Councillor,2411,5956,Elected,No,No,No
Kenora C,Chaze,Graham,Local Councillor,2253,5956,Elected,Yes,Yes,No
Kerns Tp,Phillips,Terry,Reeve,,,Acclaimed,Yes,Yes,No
Kerns Tp,Lenover,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
Kerns Tp,Jibb,Dennis,Local Councillor,,,Acclaimed,Yes,Yes,No
Kerns Tp,Runnalls,Loren,Local Councillor,,,Acclaimed,Yes,Yes,No
Kerns Tp,Seymour,Carter,Local Councillor,,,Acclaimed,Yes,Yes,No
"Killaloe, Hagarty and Richards Tp",Mayville,David,Mayor,983,1880,Elected,No,No,No
"Killaloe, Hagarty and Richards Tp",Browne,Ted,Local Councillor,361,870,Elected,Yes,Yes,No
"Killaloe, Hagarty and Richards Tp",Smith,Bil,Local Councillor,355,870,Elected,No,No,No
"Killaloe, Hagarty and Richards Tp",Kuehl,Carl,Local Councillor,372,1145,Elected,Yes,Yes,No
"Killaloe, Hagarty and Richards Tp",MacMillan,Maureen,Local Councillor,417,1145,Elected,No,No,No
"Killaloe, Hagarty and Richards Tp",Lavigne,Harold,Local Councillor,309,1076,Elected,No,No,No
"Killaloe, Hagarty and Richards Tp",Pecoskie,Brian,Local Councillor,405,1076,Elected,Yes,Yes,No
Killarney M,Reider,Michael,Mayor,,,Acclaimed,Yes,No,No
Killarney M,Campbell,Robert,Local Councillor,222,820,Elected,Yes,Yes,No
Killarney M,Froats,Dave,Local Councillor,202,820,Elected,No,No,No
Killarney M,Roque,Peggy,Local Councillor,194,820,Elected,No,No,No
Killarney M,Bradbury,Mary,Local Councillor,,,Acclaimed,No,No,No
Killarney M,Grubic,Nikola,Local Councillor,,,Acclaimed,No,No,No
Kincardine M,Craig,Kenneth,Mayor,2776,4741,Elected,No,No,No
Kincardine M,Hinchberger,Mike,Local Councillor,2814,4741,Elected,No,No,No
Kincardine M,Cavanagh,Rory,Local Councillor,2788,4741,Elected,No,No,No
Kincardine M,Prenger,Jennifer,Local Councillor,1927,4741,Elected,No,No,No
Kincardine M,Kennedy,Doug,Local Councillor,,,Acclaimed,Yes,Yes,No
Kincardine M,Blackwell,Beth,Local Councillor,,,Acclaimed,No,No,No
Kincardine M,Stewart,Bill,Local Councillor,668,1256,Elected,Yes,Yes,No
Kincardine M,Steinhoff-Gray,Amanda,Local Councillor,474,705,Elected,No,No,No
Kincardine M,Clarke,Andrea,Deputy Mayor,2838,4741,Elected,Yes,No,No
King Tp,Pellegrini,Steve,Mayor,,,Acclaimed,Yes,Yes,No
King Tp,Cescolini,Jordan Alexander,Local Councillor,738,1327,Elected,Yes,Yes,No
King Tp,Boyd,David,Local Councillor,,,Acclaimed,Yes,Yes,No
King Tp,Schaefer,Debbie,Local Councillor,575,889,Elected,Yes,Yes,No
King Tp,Eek,Avia,Local Councillor,,,Acclaimed,Yes,Yes,No
King Tp,Asselstine,Mary,Local Councillor,553,1239,Elected,No,No,No
King Tp,Anstey,Jennifer,Local Councillor,228,548,Elected,No,No,No
Kingston C,Paterson,Bryan,Mayor,21844,29402,Elected,Yes,Yes,No
Kingston C,Boehme,Ryan,Local Councillor,2389,3186,Elected,Yes,Yes,No
Kingston C,McLaren,Jeff,Local Councillor,1518,2709,Elected,Yes,Yes,No
Kingston C,Oosterhof,Gary,Local Councillor,,,Acclaimed,Yes,Yes,No
Kingston C,Osanic,Lisa,Local Councillor,2236,2973,Elected,Yes,Yes,No
Kingston C,Chaves,Paul,Local Councillor,1709,3383,Elected,No,No,No
Kingston C,Stephen,Wendy,Local Councillor,1697,3295,Elected,No,No,No
Kingston C,Amos,Don,Local Councillor,776,2392,Elected,No,No,No
Kingston C,Hassan,Jimmy,Local Councillor,1874,2977,Elected,No,No,No
Kingston C,Tozzo,Brandon,Local Councillor,800,1924,Elected,No,No,No
Kingston C,Cinanni,Vincent,Local Councillor,675,1511,Elected,No,No,No
Kingston C,Glenn,Conny,Local Councillor,504,1436,Elected,No,No,No
Kingston C,Ridge,Gregory,Local Councillor,1245,1947,Elected,No,No,No
Kingsville T,Rogers,Dennis,Mayor,3182,8379,Elected,No,No,No
Kingsville T,Gaffan,Tony,Local Councillor,5285,36283,Elected,Yes,Yes,No
Kingsville T,Neufeld,Thomas,Local Councillor,4188,36283,Elected,Yes,Yes,No
Kingsville T,Patterson,Larry,Local Councillor,4409,36283,Elected,Yes,Yes,No
Kingsville T,Jarvis-Chausse,Debby,Local Councillor,3443,36283,Elected,No,No,No
Kingsville T,Lowrie,Sheri,Local Councillor,3316,36283,Elected,No,No,No
Kingsville T,Deyong,Kimberly,Deputy Mayor,4629,8292,Elected,Yes,No,No
Kirkland Lake T,Wight,Stacy,Mayor,964,1643,Elected,Yes,No,No
Kirkland Lake T,Shaba,Lad,Local Councillor,1175,7863,Elected,Yes,Yes,No
Kirkland Lake T,Kiely,Pat,Local Councillor,773,7863,Elected,Yes,No,No
Kirkland Lake T,Owen,Rick,Local Councillor,921,7863,Elected,Yes,Yes,No
Kirkland Lake T,Owens,Casey,Local Councillor,1069,7863,Elected,Yes,Yes,No
Kirkland Lake T,Dikens,Dolly,Local Councillor,990,7863,Elected,No,No,No
Kirkland Lake T,Ranger,Janice,Local Councillor,1194,7863,Elected,No,No,No
Kitchener C,Vrbanovic,Berry,Mayor,26846,33569,Elected,Yes,Yes,No
Kitchener C,Chapman,Debbie,Local Councillor,2276,3800,Elected,Yes,Yes,No
Kitchener C,Davey,Scott,Local Councillor,2375,3458,Elected,Yes,Yes,No
Kitchener C,Ioannidis,Bil,Local Councillor,1620,3899,Elected,Yes,Yes,No
Kitchener C,Johnston,Margaret,Local Councillor,2596,2940,Elected,Yes,Yes,No
Kitchener C,Michaud,Christine,Local Councillor,1638,2831,Elected,Yes,Yes,No
Kitchener C,Schnider,Dave,Local Councillor,3284,4006,Elected,Yes,Yes,No
Kitchener C,Singh,Paul,Local Councillor,2060,2749,Elected,Yes,Yes,No
Kitchener C,Deneault,Jason,Local Councillor,532,1791,Elected,No,No,No
Kitchener C,Owodunni,Ayo,Local Councillor,844,2678,Elected,No,No,No
Kitchener C,Clancy,Aislinn,Local Councillor,1765,4882,Elected,No,No,No
La Vallee Tp,MacDonald,Lucille,Reeve,128,290,Elected,No,No,No
La Vallee Tp,Hughes,Elaine,Local Councillor,155,1002,Elected,Yes,Yes,No
La Vallee Tp,Badiuk,Kenneth,Local Councillor,174,1002,Elected,No,No,No
La Vallee Tp,Hyatt,Brendan,Local Councillor,135,1002,Elected,No,No,No
La Vallee Tp,Loshaw,Stephen,Local Councillor,163,1002,Elected,No,No,No
Laird Tp,Evoy,Shawn,Mayor,359,503,Elected,Yes,No,No
Laird Tp,Lapish,Ed,Local Councillor,227,1573,Elected,Yes,Yes,No
Laird Tp,Rydall,Todd,Local Councillor,341,1573,Elected,Yes,Yes,No
Laird Tp,Junor,Wayne R.,Local Councillor,265,1573,Elected,No,No,No
Laird Tp,Frolick,Matthew,Local Councillor,268,1573,Elected,No,No,No
Lake of Bays Tp,Glover,Terry,Mayor,1401,2398,Elected,Yes,Yes,No
Lake of Bays Tp,Anderson,George,Local Councillor,,,Acclaimed,Yes,Yes,
Lake of Bays Tp,Brooks,Rick,Local Councillor,,,Acclaimed,Yes,Yes,
Lake of Bays Tp,Tapley,Nancy,Local Councillor,,,Acclaimed,Yes,Yes,
Lake of Bays Tp,Godard,Jacquieline,Local Councillor,,,Acclaimed,Yes,Yes,
Lake of Bays Tp,Lacroix,Robert,Local and District Councillor,,,Acclaimed,Yes,Yes,
Lake of Bays Tp,Peppard,Mike,Local and District Councillor,574,1296,Elected,Yes,Yes,No
Lake of The Woods Tp,Fadden,Colleen,Mayor,,,Acclaimed,Yes,Yes,No
Lake of The Woods Tp,Chojko-Bolec,April,Local Councillor,,,Acclaimed,Yes,Yes,No
Lake of The Woods Tp,Gate,Nancy,Local Councillor,,,Acclaimed,Yes,Yes,No
Lake of The Woods Tp,Lundgren,Bill,Local Councillor,,,Acclaimed,Yes,Yes,No
Lake of The Woods Tp,Cottam,Kaitlyn,Local Councillor,,,Acclaimed,No,No,No
Lakeshore M,Bailey,Tracey,Mayor,5638,9085,Elected,Yes,No,No
Lakeshore M,Kerr,John,Local Councillor,1327,2143,Elected,Yes,Yes,No
Lakeshore M,Santarossa,Kelsey,Local Councillor,837,1374,Elected,Yes,Yes,No
Lakeshore M,McNamara,Ryan,Local Councillor,974,1272,Elected,No,No,No
Lakeshore M,Byrne,Paddy,Local Councillor,605,1073,Elected,No,No,No
Lakeshore M,Ruston,Ian,Local Councillor,656,1615,Elected,No,No,No
Lakeshore M,Vogler,Larissa,Local Councillor,1084,1413,Elected,No,No,No
Lakeshore M,Walstedt,Kirk,Deputy Mayor,4719,8873,Elected,Yes,No,No
Lambton Shores M,Cook,Doug,Mayor,2922,4786,Elected,Yes,No,No
Lambton Shores M,Ferguson,Scott,Local Councillor,279,647,Elected,Yes,Yes,No
Lambton Shores M,Dodge,Ronn E.,Local Councillor,,,Acclaimed,Yes,Yes,No
Lambton Shores M,Maguire,Dave,Local Councillor,598,791,Elected,Yes,Yes,No
Lambton Shores M,Marsh,Dave,Local Councillor,,,Acclaimed,Yes,Yes,No
Lambton Shores M,Scott,Lorie,Local Councillor,448,850,Elected,Yes,Yes,No
Lambton Shores M,Wilcox,Jeff,Local Councillor,326,659,Elected,Yes,Yes,No
Lambton Shores M,Baillie,Glen,Local Councillor,548,881,Elected,No,No,No
Lambton Shores M,Sageman,Dan,Deputy Mayor,2343,4740,Elected,Yes,No,No
Lanark Highlands Tp,McLaren,Peter,Reeve,1113,2337,Elected,Yes,Yes,No
Lanark Highlands Tp,Roberts,Steve,Local Councillor,288,515,Elected,Yes,Yes,No
Lanark Highlands Tp,Closs,Ronald,Local Councillor,,,Acclaimed,Yes,Yes,No
Lanark Highlands Tp,Kelso,Jeannie,Local Councillor,,,Acclaimed,Yes,Yes,No
Lanark Highlands Tp,Vereyken,Allison,Local Councillor,365,517,Elected,No,No,No
Lanark Highlands Tp,Summers,Marina,Local Councillor,430,599,Elected,No,No,No
Lanark Highlands Tp,King,Bill,Deputy Reeve,1111,2236,Elected,Yes,No,No
Larder Lake Tp,Quinn,Patricia,Mayor,,,Acclaimed,Yes,Yes,No
Larder Lake Tp,Armstrong,Tom,Local Councillor,171,860,Elected,Yes,Yes,No
Larder Lake Tp,Hull,Patricia,Local Councillor,165,860,Elected,Yes,Yes,No
Larder Lake Tp,Kelly,Paul,Local Councillor,153,860,Elected,Yes,Yes,No
Larder Lake Tp,Paquette,Lynne,Local Councillor,137,860,Elected,Yes,Yes,No
LaSalle T,Meloche,Crystal,Mayor,,,Acclaimed,Yes,No,No
LaSalle T,Carrick,Mark,Local Councillor,3896,32630,Elected,Yes,Yes,No
LaSalle T,Desjarlais,Sue,Local Councillor,4267,32630,Elected,Yes,Yes,No
LaSalle T,Renaud,Jeff,Local Councillor,4810,32630,Elected,Yes,Yes,No
LaSalle T,Riccio-Spagnuolo,Anita,Local Councillor,4064,32630,Elected,Yes,Yes,No
LaSalle T,Burns,Terry,Local Councillor,3156,32630,Elected,No,No,No
LaSalle T,Akpata,Michael,Deputy Mayor,,,Acclaimed,Yes,No,No
Latchford T,Gadoury-East,Sharon,Mayor,135,233,Elected,Yes,No,No
Latchford T,Cole,Mike,Local Councillor,169,1398,Elected,Yes,Yes,No
Latchford T,Newell,Pam,Local Councillor,126,1398,Elected,Yes,Yes,No
Latchford T,Cartner,Jo-Anne,Local Councillor,184,1398,Elected,Yes,Yes,No
Latchford T,Olson,Ken,Local Councillor,133,1398,Elected,No,No,No
Latchford T,McDonald,Bailey,Local Councillor,144,1398,Elected,No,No,No
Latchford T,McDonald,Trudy,Local Councillor,152,1398,Elected,No,No,No
Laurentian Hills T,Giardini,Anne,Mayor,,,Acclaimed,Yes,No,
